timestamp,amplitude,width,cell_type,class_id
1.4455722786139307,5.53431718233501,8.088672637283327,RBC,1
0.7546377318865943,4.4759943271534475,9.609793837564686,RBC,1
0.4060203010150507,5.851945396184015,8.340447232018388,RBC,1
0.17580879043952197,5.693836000404101,6.162514276968487,RBC,1
1.5441772088604429,5.7865637746265515,6.1376075789078435,RBC,1
1.3497674883744186,3.1484490365044224,6.884663540613086,RBC,1
1.0177508875443773,1.2057892593381334,4.759486480890863,Platelet,0
1.0124506225311265,0.8037839530663314,4.027943310746136,Platelet,0
1.7776888844442222,5.294647005499579,6.897604470431665,RBC,1
0.7638381919095955,4.994238742870276,6.09449138699748,RBC,1
0.6646332316615831,4.227358414933078,8.611261211363438,RBC,1
0.808240412020601,0.77121546817168,3.182934504399391,Platelet,0
0.05270263513175658,3.609773699769461,9.979137682905701,RBC,1
0.4875243762188109,0.7944879042540477,4.296319123207415,Platelet,0
1.879393969698485,4.666839802212181,9.18548623256679,RBC,1
1.3428671433571677,3.092511022038655,9.559233709509911,RBC,1
1.2661633081654082,1.4493775479977895,4.070943956831498,Platelet,0
0.7307365368268414,5.083875357233493,7.647248017601942,RBC,1
0.9149457472873643,4.019293018639639,9.323580573721555,RBC,1
1.8064903245162258,3.77607574423809,7.872295163690588,RBC,1
1.5704785239261962,0.9373480222604218,4.142898405187225,Platelet,0
1.296464823241162,3.2302718652632496,7.067724660534633,RBC,1
1.0656532826641332,0.5163620056273787,3.7322407450355506,Platelet,0
1.8531926596329815,10.161524314982733,15.213627106150433,WBC,2
0.45732286614330714,0.5668188804414312,4.935460638374293,Platelet,0
0.008500425021251062,11.19511734044142,16.142987414607273,WBC,2
1.68088404420221,0.9201599018781665,4.6031901555837775,Platelet,0
0.7196359817990899,5.1540053336169525,6.027858760001861,RBC,1
1.4529726486324315,1.0699988164455094,3.2892451306083266,Platelet,0
0.9984499224961247,3.649289563888286,6.331278602498172,RBC,1
1.9464973248662432,1.0303395409044134,4.053787498797344,Platelet,0
1.7861893094654733,5.167860899571144,9.294098852441838,RBC,1
0.9695484774238712,0.6180977608687956,4.000683981974096,Platelet,0
1.8610930546527327,1.448604209513392,4.300571135719158,Platelet,0
0.8263413170658532,5.775421677180123,7.048834236473725,RBC,1
1.337166858342917,3.705779741820853,9.467916795394645,RBC,1
0.05810290514525726,3.1073520921518814,9.113275894576594,RBC,1
